power, vel
-0.5, -168.915
-0.5, -177.553
-0.5, -170.046
-0.5, -177.873
-0.5, -176.53
-0.5, -170.962
-0.5, -173.555
-0.5, -167.557
-0.5, -171.677
-0.5, -179.574
-0.5, -174.863
-0.5, -170.689
-0.5, -169.076
-0.5, -174.429
-0.5, -171.7
-0.5, -168.021
-0.5, -171.083
-0.5, -177.34
-0.5, -183.339
-0.5, -171.644
-0.5, -173.385
-0.5, -164.996
-0.5, -165.683
-0.5, -176.215
-0.5, -174.235
-0.5, -175.128
-0.5, -170.82
-0.5, -165.601
-0.5, -173.216
-0.5, -173.679
-0.5, -163.961
-0.5, -171.689
-0.5, -174.68
-0.5, -179.416
-0.5, -171.821
-0.5, -168.947
-0.5, -166.168
-0.5, -169.355
-0.5, -173.69
-0.5, -178.755
-0.5, -163.871
-0.5, -169.205
-0.5, -171.655
-0.5, -171.999
-0.5, -166.635
-0.5, -167.368
-0.5, -173.713
-0.48, -176.32
-0.48, -175.913
-0.48, -168.67
-0.48, -158.353
-0.48, -165.724
-0.48, -169.884
-0.48, -168.265
-0.48, -160.846
-0.48, -170.492
-0.48, -158.24
-0.48, -162.196
-0.48, -162.552
-0.48, -164.843
-0.48, -169.743
-0.48, -164.874
-0.48, -159.194
-0.48, -162.631
-0.48, -171.744
-0.48, -159.776
-0.48, -159.366
-0.48, -167.137
-0.48, -170.035
-0.48, -164.123
-0.48, -163.549
-0.48, -164.305
-0.48, -162.979
-0.48, -162.019
-0.48, -165.293
-0.48, -167.168
-0.48, -163.649
-0.48, -166.865
-0.48, -171.369
-0.48, -167.378
-0.48, -162.196
-0.48, -157.353
-0.48, -163.209
-0.48, -173.003
-0.48, -163.389
-0.48, -158.334
-0.48, -165.047
-0.48, -161.001
-0.48, -160.266
-0.48, -162.78
-0.48, -167.515
-0.48, -164.153
-0.48, -158.504
-0.48, -168.98
-0.48, -173.442
-0.48, -163.149
-0.48, -161.391
-0.48, -169.033
-0.46, -166.667
-0.46, -162.542
-0.46, -165.416
-0.46, -161.822
-0.46, -155.663
-0.46, -154.428
-0.46, -163.279
-0.46, -154.931
-0.46, -157.698
-0.46, -155.482
-0.46, -153.266
-0.46, -166.5
-0.46, -157.651
-0.46, -154.949
-0.46, -153.902
-0.46, -153.583
-0.46, -164.406
-0.46, -158.438
-0.46, -159.872
-0.46, -155.264
-0.46, -155.075
-0.46, -160.045
-0.46, -155.491
-0.46, -161.157
-0.46, -153.61
-0.46, -152.835
-0.46, -157.819
-0.46, -153.929
-0.46, -156.449
-0.46, -155.836
